,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result
15133,d,3,g,2,a,3,seven
15134,d,1,f,2,e,6,fifteen
15135,c,3,a,2,b,1,draw
15136,a,1,a,4,f,5,fifteen
15137,c,3,b,6,g,2,ten
15138,c,3,f,2,g,4,eleven
15139,c,1,g,8,b,3,thirteen
15140,a,1,b,1,g,6,fifteen
15141,d,2,c,8,a,6,nine
15142,d,1,h,6,g,1,ten
15143,d,1,f,4,f,2,eleven
15144,c,1,h,8,a,6,thirteen
15145,d,4,b,4,d,2,nine
15146,c,2,d,3,e,7,thirteen
15147,c,1,c,6,b,5,draw
15148,c,3,d,8,h,2,nine
15149,b,2,d,4,h,6,thirteen
15150,d,3,e,7,b,2,six
15151,c,3,e,5,h,1,eight
15152,d,3,c,3,a,5,nine
15153,c,3,g,2,e,4,thirteen
15154,d,1,f,7,a,8,ten
15155,c,2,e,5,e,1,nine
15156,b,1,b,6,b,8,thirteen
15157,a,1,d,4,h,8,fourteen
15158,d,1,f,3,d,6,fourteen
15159,d,4,e,4,f,6,ten
15160,d,4,b,2,f,3,eleven
15161,d,4,d,2,g,5,eleven
15162,d,1,c,7,h,8,ten
15163,d,2,b,1,c,5,fourteen
15164,d,2,f,2,h,3,ten
15165,c,2,g,1,g,4,thirteen
15166,c,1,e,8,b,4,thirteen
15167,d,2,e,1,e,6,twelve
15168,c,3,e,8,f,3,twelve
15169,b,1,a,2,f,8,thirteen
15170,c,2,c,5,b,7,nine
15171,c,1,e,2,a,3,eleven
15172,d,1,a,8,f,5,fourteen
15173,c,1,a,6,e,5,fourteen
15174,d,3,c,6,a,1,five
15175,d,4,g,6,c,1,eight
15176,c,2,d,8,f,5,fourteen
15177,d,3,b,6,c,6,draw
15178,b,1,f,6,f,5,draw
15179,a,1,a,2,e,4,fifteen
15180,d,4,a,6,f,1,nine
15181,d,2,c,6,f,7,twelve
15182,b,1,c,7,h,5,fifteen
15183,a,1,c,7,f,5,sixteen
15184,c,1,h,8,f,6,fourteen
15185,c,1,f,4,e,1,ten
15186,c,1,b,5,g,7,thirteen
15187,d,4,a,3,b,1,eight
15188,b,2,h,5,g,5,draw
15189,b,2,h,1,e,4,fourteen
15190,d,1,c,5,g,2,ten
15191,a,1,d,4,h,3,eleven
15192,d,2,h,7,a,5,twelve
15193,d,3,d,5,c,5,draw
15194,b,2,b,1,h,1,eleven
15195,d,3,c,1,f,6,twelve
15196,d,3,h,8,d,1,two
15197,c,3,e,3,f,4,draw
15198,c,2,f,8,h,4,eleven
15199,b,1,e,5,d,5,draw
15200,d,1,h,1,c,7,fourteen
15201,c,1,h,8,c,4,fourteen
15202,a,1,b,1,e,4,fifteen
15203,a,1,c,7,h,3,fourteen
15204,c,2,e,4,f,7,eleven
15205,c,2,d,3,c,8,nine
15206,d,1,b,8,h,6,thirteen
15207,a,1,e,2,d,1,draw
15208,d,1,c,5,h,1,six
15209,b,1,f,5,a,4,fourteen
15210,d,1,a,4,c,5,fourteen
15211,c,1,e,3,e,7,thirteen
15212,c,1,c,8,a,3,eleven
15213,d,3,h,1,a,1,six
15214,c,1,h,8,h,3,twelve
15215,d,3,a,6,e,8,ten
15216,c,2,f,6,f,2,fourteen
15217,d,3,b,5,f,3,nine
15218,d,2,g,3,c,8,thirteen
15219,b,1,h,2,f,8,fourteen
15220,c,1,b,4,e,8,fourteen
15221,d,2,e,2,b,4,thirteen
15222,c,2,e,2,g,8,twelve
15223,c,1,g,8,c,4,fourteen
15224,c,2,d,8,c,5,eleven
15225,c,1,h,1,g,1,draw
15226,b,2,f,7,h,3,twelve
15227,a,1,g,1,g,2,draw
15228,c,3,f,1,h,1,ten
15229,d,3,e,7,f,3,eleven
15230,b,1,c,5,d,1,fourteen
15231,d,1,d,2,d,7,thirteen
15232,d,3,a,7,g,7,eleven
15233,d,3,d,1,h,1,six
15234,d,1,h,1,d,5,fourteen
15235,d,1,g,3,f,5,fifteen
15236,d,1,b,3,e,5,fourteen
15237,c,3,g,6,f,4,fourteen
15238,d,3,h,8,a,3,seven
15239,c,1,c,5,f,7,fourteen
15240,d,3,g,2,h,8,five
15241,b,2,a,1,d,1,ten
15242,d,4,b,1,d,2,nine
15243,b,2,g,3,f,5,fifteen
15244,c,1,e,4,g,5,fourteen
15245,d,2,a,1,h,8,eleven
15246,b,1,g,5,a,6,thirteen
15247,c,1,c,2,e,5,fifteen
15248,c,1,f,1,h,1,ten
15249,c,2,e,8,g,1,nine
15250,c,2,c,8,b,4,nine
15251,d,1,f,3,g,6,ten
15252,d,2,c,2,g,4,thirteen
15253,c,1,b,5,h,2,nine
15254,d,3,g,8,b,2,six
15255,c,2,f,2,h,4,eleven
15256,d,1,c,2,d,4,fifteen
15257,d,4,f,5,h,7,eight
15258,b,2,e,8,g,5,thirteen
15259,b,2,d,8,e,2,fourteen
15260,c,1,g,8,c,5,fourteen
15261,c,2,b,2,f,6,thirteen
15262,d,3,e,8,a,4,ten
15263,d,2,a,3,b,6,twelve
15264,d,3,d,2,b,3,ten
15265,c,2,h,4,a,7,nine
15266,c,2,g,3,g,7,thirteen
15267,d,2,c,6,e,6,fourteen
15268,c,1,c,8,a,1,two
15269,c,1,e,5,h,6,twelve
15270,b,1,e,1,d,8,thirteen
15271,d,1,f,3,b,3,fourteen
15272,c,3,g,8,c,1,two
15273,a,1,h,2,e,1,eight
15274,d,1,a,3,a,2,draw
15275,b,1,f,2,b,4,thirteen
15276,d,1,d,2,h,7,twelve
15277,d,1,c,1,g,7,fourteen
15278,a,1,h,2,h,3,draw
15279,a,1,h,1,g,2,draw
15280,c,2,g,8,a,5,ten
15281,c,1,h,4,f,1,nine
15282,c,3,b,7,e,3,twelve
15283,d,3,g,7,c,5,twelve
15284,d,2,h,6,f,5,fourteen
15285,b,1,h,4,c,7,fourteen
15286,c,3,h,2,h,4,twelve
15287,c,2,h,7,f,7,thirteen
15288,d,4,h,3,h,8,nine
15289,d,1,c,6,d,6,draw
15290,d,1,a,4,e,5,fourteen
15291,c,1,h,5,a,8,twelve
15292,b,1,a,8,e,3,fourteen
15293,d,3,d,1,g,7,eleven
15294,b,1,c,1,a,7,nine
15295,c,1,c,4,h,6,fourteen
15296,a,1,a,8,f,2,thirteen
15297,d,1,a,8,c,8,fourteen
15298,d,1,f,5,c,7,fourteen
15299,d,1,c,2,h,8,twelve
15300,c,1,b,1,h,5,fourteen
15301,d,3,e,5,f,5,draw
15302,c,2,g,1,c,6,thirteen
15303,c,2,g,4,e,7,thirteen
15304,c,3,c,7,e,2,ten
15305,d,2,f,7,a,2,five
15306,c,1,c,5,d,4,draw
15307,d,4,g,6,a,1,seven
15308,c,1,f,5,h,2,eleven
15309,c,2,h,2,f,8,thirteen
15310,c,1,f,6,e,1,thirteen
15311,a,1,b,6,e,4,sixteen
15312,c,3,a,2,c,1,six
15313,d,3,a,6,d,7,ten
15314,d,2,f,7,a,5,twelve
15315,d,3,a,5,e,8,eleven
15316,b,2,b,3,d,2,nine
15317,c,2,c,7,h,4,thirteen
15318,c,1,b,1,a,6,seven
15319,c,1,f,4,a,5,thirteen
15320,c,1,g,5,h,2,nine
15321,b,2,c,7,h,3,thirteen
15322,c,2,e,4,a,4,eleven
15323,c,3,g,8,e,3,thirteen
15324,d,1,b,4,h,6,fourteen
15325,c,3,c,7,e,3,twelve
15326,c,1,c,2,a,6,ten
15327,c,3,e,2,f,1,draw
15328,d,1,g,6,d,5,fifteen
15329,c,1,d,5,d,7,fourteen
15330,d,2,c,8,a,7,nine
15331,d,1,c,5,e,5,fourteen
15332,d,4,b,4,g,4,eleven
15333,c,3,d,6,g,3,twelve
15334,b,1,c,4,e,2,thirteen
15335,b,1,a,7,e,5,fifteen
15336,d,4,b,1,h,1,seven
15337,d,2,f,5,d,8,thirteen
15338,c,2,a,1,a,3,twelve
15339,a,1,g,6,h,3,eleven
15340,d,2,g,5,b,8,twelve
15341,c,1,f,3,h,8,eleven
15342,d,4,d,6,h,3,nine
15343,d,3,f,8,c,5,twelve
15344,d,2,h,6,h,7,draw
15345,b,2,c,7,d,3,fifteen
15346,c,2,h,7,g,8,draw
15347,d,4,a,6,h,6,nine
15348,c,1,c,3,f,8,fourteen
15349,a,1,h,7,g,4,sixteen
15350,a,1,f,5,h,6,thirteen
15351,d,1,g,1,h,1,draw
15352,c,1,f,4,g,1,seven
15353,d,1,h,5,f,8,thirteen
15354,c,2,a,2,g,5,thirteen
15355,d,2,g,8,e,4,thirteen
15356,c,2,e,4,c,5,twelve
15357,d,4,b,2,h,4,nine
15358,b,2,e,1,g,2,thirteen
15359,d,3,c,8,h,5,eleven
15360,d,1,d,6,e,8,thirteen
15361,d,2,h,7,a,7,twelve
15362,c,2,a,6,g,3,twelve
15363,b,1,f,1,a,7,eleven
15364,b,2,f,3,e,5,fifteen
15365,d,1,h,7,h,1,ten
15366,d,2,f,2,b,6,thirteen
15367,d,4,f,5,b,2,eight
15368,a,1,h,3,f,4,sixteen
15369,a,1,h,1,f,5,fifteen
15370,d,2,e,7,g,4,twelve
15371,c,2,g,7,e,1,eleven
15372,b,1,b,7,e,7,fifteen
15373,c,2,g,8,a,2,two
15374,b,2,h,2,g,2,draw
15375,b,2,e,2,g,7,thirteen
15376,d,1,f,5,e,5,draw
15377,c,1,e,1,g,2,thirteen
15378,c,1,a,7,h,7,fourteen
15379,b,2,h,1,g,2,draw
15380,b,2,h,4,g,6,fourteen
15381,d,4,b,5,g,6,ten
15382,d,4,d,8,h,3,nine
15383,a,1,a,7,g,6,fifteen
15384,d,3,f,4,h,6,nine
15385,d,2,e,3,h,3,eleven
15386,d,3,b,7,h,3,nine
15387,a,1,h,2,d,2,fourteen
15388,d,3,f,6,b,8,ten
15389,d,1,h,8,g,1,ten
15390,b,2,f,4,h,2,eleven
15391,d,3,h,1,f,8,eleven
15392,d,1,f,4,d,8,fourteen
15393,d,2,b,2,c,5,fourteen
15394,d,3,a,4,g,6,eleven
15395,d,2,d,8,h,6,twelve
15396,c,1,g,4,h,3,draw
15397,d,3,b,7,f,5,twelve
15398,d,4,h,5,f,6,eleven
15399,c,2,f,3,a,7,nine
15400,b,2,c,6,g,6,fourteen
15401,b,1,d,8,h,3,twelve
15402,c,2,c,3,f,4,fourteen
15403,c,1,g,8,h,7,draw
15404,b,1,d,2,a,6,eleven
15405,b,2,g,7,g,4,fifteen
15406,d,2,b,8,b,6,fourteen
15407,d,1,g,1,d,3,fourteen
15408,d,2,c,4,g,4,thirteen
15409,c,3,e,4,e,1,eight
15410,c,2,f,4,f,3,draw
15411,c,2,a,1,e,1,eight
15412,d,2,f,7,d,5,fourteen
15413,b,1,f,7,d,5,sixteen
15414,d,3,e,4,a,4,nine
15415,d,2,h,3,h,5,thirteen
15416,c,3,b,4,g,1,eight
15417,c,2,c,8,e,4,thirteen
15418,d,1,g,5,h,6,draw
15419,b,2,a,5,g,5,thirteen
15420,c,1,f,1,h,3,eleven
15421,b,2,h,4,h,6,fourteen
15422,b,1,g,5,a,4,fourteen
15423,b,1,h,7,f,8,eleven
15424,b,1,e,7,c,6,fifteen
15425,a,1,f,6,g,7,draw
15426,d,3,d,8,e,1,eight
15427,d,1,h,1,h,3,twelve
15428,c,2,a,5,g,7,twelve
15429,d,3,a,6,a,8,ten
15430,c,1,c,6,c,7,draw
15431,a,1,d,3,g,4,fifteen
15432,c,2,g,2,g,1,draw
15433,c,1,a,1,g,6,fourteen
15434,d,3,a,4,a,3,draw
15435,d,3,h,8,f,8,eleven
15436,d,2,f,4,d,4,thirteen
15437,d,1,h,4,a,3,five
15438,d,1,g,2,d,3,fourteen
15439,d,3,a,4,b,7,ten
15440,d,3,a,4,f,1,seven
15441,d,3,b,1,d,8,twelve
15442,d,1,a,5,h,5,thirteen
15443,b,1,d,3,b,8,eleven
15444,d,2,c,7,b,5,ten
15445,c,1,g,2,b,8,twelve
15446,c,2,a,4,g,7,twelve
15447,d,3,c,4,b,8,eight
15448,c,2,g,1,d,4,fourteen
15449,c,1,g,6,g,3,fifteen
15450,c,1,a,6,c,8,thirteen
15451,c,3,b,8,h,3,eleven
15452,c,3,g,4,e,5,thirteen
15453,b,1,c,4,c,8,fourteen
15454,c,1,g,1,h,7,eight
15455,d,3,c,7,b,5,nine
15456,d,3,d,2,b,4,ten
15457,d,2,c,6,h,4,thirteen
15458,d,4,a,7,f,4,eleven
15459,b,1,h,4,c,4,fourteen
15460,b,2,b,6,g,3,thirteen
15461,d,4,c,7,g,6,twelve
15462,d,1,g,7,a,4,twelve
15463,d,1,c,4,h,7,thirteen
15464,d,1,a,3,h,1,five
15465,b,1,g,5,e,6,fourteen
15466,d,3,e,6,e,5,draw
15467,d,1,a,5,b,6,draw
15468,c,1,g,2,a,1,draw
15469,c,2,g,7,a,7,twelve
15470,c,2,e,2,g,2,twelve
15471,b,2,e,6,g,1,twelve
15472,c,1,f,2,e,2,draw
15473,d,1,g,2,b,1,three
15474,d,4,c,3,h,3,nine
15475,c,2,d,1,f,2,fourteen
15476,d,3,g,3,a,1,four
15477,d,4,g,8,d,1,eight
15478,b,2,g,7,g,6,draw
15479,b,1,a,7,g,6,fourteen
15480,d,3,h,4,g,2,eight
15481,c,1,c,5,a,3,eleven
15482,c,2,b,2,f,4,fourteen
15483,a,1,d,4,e,4,draw
15484,d,1,c,6,e,6,fifteen
15485,b,1,e,1,d,5,thirteen
15486,d,2,f,4,d,6,thirteen
15487,d,3,b,3,g,3,nine
15488,d,1,d,8,g,7,fourteen
15489,d,3,c,8,f,4,twelve
15490,c,1,f,8,f,3,fifteen
15491,a,1,h,8,g,5,fifteen
15492,b,2,f,5,h,6,twelve
15493,d,3,c,2,d,6,twelve
15494,d,4,c,8,h,5,nine
15495,d,2,a,6,a,8,twelve
15496,a,1,f,3,h,6,thirteen
15497,c,2,b,4,f,5,thirteen
15498,c,3,f,6,f,5,draw
15499,d,2,g,1,h,5,six
15500,d,4,h,6,f,6,twelve
15501,b,1,f,4,f,2,twelve
15502,c,1,c,8,g,4,fourteen
15503,d,2,g,5,b,2,five
15504,d,2,d,1,f,6,twelve
15505,c,3,d,7,f,4,thirteen
15506,b,1,e,3,b,5,fourteen
15507,d,1,d,3,f,2,five
15508,b,1,h,3,a,4,thirteen
15509,b,2,f,1,e,4,fourteen
15510,c,3,h,2,e,2,ten
15511,b,1,b,6,f,3,fifteen
15512,d,4,e,8,d,1,eight
15513,a,1,b,6,h,3,fourteen
15514,d,3,g,5,g,3,ten
15515,b,1,f,3,a,5,thirteen
15516,c,1,e,8,g,3,thirteen
15517,d,1,h,2,a,1,four
15518,a,1,d,3,h,2,nine
15519,d,1,f,1,a,3,thirteen
15520,d,3,g,4,a,2,five
15521,b,1,f,5,a,8,twelve
15522,d,2,c,1,b,2,ten
15523,c,3,g,7,e,5,fourteen
15524,c,2,g,8,a,4,ten
15525,d,3,d,2,d,6,twelve
15526,c,1,h,7,e,7,fourteen
15527,a,1,h,4,g,3,draw
15528,d,3,g,5,g,6,draw
15529,d,2,f,3,f,1,five
15530,c,2,h,5,e,1,nine
15531,d,1,h,5,b,3,twelve
15532,d,2,e,6,b,4,thirteen
15533,d,2,e,8,d,5,thirteen
15534,d,2,d,7,h,1,six
15535,d,4,f,3,h,8,nine
15536,b,1,h,6,h,5,draw
15537,d,1,f,3,d,8,fourteen
15538,c,2,g,1,b,6,twelve
15539,d,2,h,1,f,2,eleven
15540,d,2,d,3,a,5,eleven
15541,d,1,h,3,g,1,seven
15542,b,1,d,6,g,6,sixteen
15543,d,2,a,7,a,3,eleven
15544,d,3,d,8,h,4,eleven
15545,c,1,h,6,b,7,twelve
15546,d,1,e,5,c,4,fourteen
15547,b,1,f,1,a,3,twelve
15548,d,3,d,5,b,4,six
15549,d,2,c,7,b,2,ten
15550,b,2,e,3,g,4,fourteen
15551,d,1,b,7,a,6,draw
15552,b,1,d,7,f,1,thirteen
15553,d,4,e,2,f,5,ten
15554,d,1,e,8,b,8,fourteen
15555,d,1,f,8,a,2,eight
15556,c,2,h,6,g,2,twelve
15557,d,1,e,4,g,8,eleven
15558,d,4,g,2,h,4,eight
15559,d,3,h,3,e,6,twelve
15560,b,1,e,1,c,6,fourteen
15561,c,2,e,3,g,8,twelve
15562,c,1,a,3,d,3,fourteen
15563,b,1,h,8,c,8,fourteen
15564,d,4,g,3,h,4,draw
15565,d,4,h,3,f,6,eleven
15566,c,3,d,4,h,5,twelve
15567,b,1,d,5,h,7,thirteen
15568,d,1,f,5,d,8,fourteen
15569,b,1,f,6,e,1,thirteen
15570,c,1,b,2,e,8,fourteen
15571,d,1,c,4,h,3,six
15572,d,4,f,2,c,1,five
15573,b,1,h,6,e,4,fifteen
15574,c,3,b,3,f,5,thirteen
15575,d,1,d,4,d,5,draw
15576,b,2,c,3,g,4,fourteen
15577,b,1,e,2,f,7,thirteen
15578,c,1,e,6,f,1,eleven
15579,b,1,a,8,e,5,fourteen
15580,c,2,a,7,b,4,twelve
15581,d,1,a,3,h,2,five
15582,c,2,g,1,e,6,thirteen
15583,a,1,h,5,e,4,fifteen
15584,b,2,e,6,d,2,fourteen
15585,d,3,f,2,d,6,twelve
15586,d,4,f,4,h,8,nine
15587,c,1,c,4,e,3,twelve
15588,d,1,b,1,b,4,fourteen
15589,c,3,g,2,f,4,thirteen
15590,c,3,a,2,g,1,six
15591,c,2,d,5,h,7,twelve
15592,d,1,h,8,f,3,fourteen
15593,d,1,c,4,c,8,fourteen
15594,b,1,e,2,e,1,draw
15595,b,1,d,7,g,5,fifteen
15596,b,1,d,7,c,7,draw
15597,d,1,e,6,f,3,thirteen
15598,a,1,a,3,e,2,nine
15599,b,2,c,1,g,7,fourteen
15600,b,1,h,8,g,6,fourteen
15601,d,2,d,4,b,2,five
15602,d,3,a,6,b,6,draw
15603,d,3,f,6,h,6,eleven
15604,c,1,a,7,c,3,fourteen
15605,c,1,f,2,b,3,fourteen
15606,d,3,b,1,e,6,twelve
15607,d,1,b,3,g,1,six
15608,d,1,g,3,c,3,fourteen
15609,c,3,h,6,f,1,ten
15610,d,4,e,2,h,1,five
15611,d,1,f,5,a,4,ten
15612,c,1,b,3,d,7,fourteen
15613,d,2,d,8,a,8,ten
15614,d,3,c,8,e,8,thirteen
15615,c,1,f,6,d,4,fifteen
15616,b,1,h,2,g,5,fifteen
15617,b,1,a,4,b,3,draw
15618,d,1,d,5,a,8,twelve
15619,c,2,c,3,c,5,fourteen
15620,c,1,b,7,g,5,fourteen
15621,b,2,b,5,h,1,nine
15622,a,1,f,7,f,2,sixteen
15623,d,3,b,5,c,6,draw
15624,d,3,c,4,d,1,two
15625,c,1,f,6,e,7,draw
15626,d,4,e,1,f,4,eleven
15627,c,1,g,2,e,2,fifteen
15628,d,4,a,3,g,4,eleven
15629,c,2,h,2,f,2,twelve
15630,b,2,f,4,g,3,draw
15631,a,1,g,7,g,1,fourteen
15632,c,2,e,2,f,7,twelve
15633,c,2,b,2,a,7,six
15634,d,3,c,2,f,1,five
15635,b,2,f,2,f,5,fourteen
15636,c,2,b,8,d,7,fourteen
15637,c,2,a,7,a,8,draw
15638,c,2,b,1,d,7,thirteen
15639,c,2,g,4,h,4,draw
15640,d,4,a,8,g,3,ten
15641,d,3,g,4,d,1,two
15642,d,1,g,3,h,2,draw
15643,d,2,e,4,g,7,ten
15644,d,3,d,5,b,7,nine
15645,d,3,g,3,f,3,draw
15646,d,1,h,5,b,7,thirteen
15647,d,2,d,8,b,5,eleven
15648,c,2,g,6,f,2,thirteen
15649,c,1,e,3,h,5,thirteen
15650,d,3,b,1,c,1,draw
15651,d,3,c,4,d,7,twelve
15652,b,1,e,8,g,3,thirteen
15653,c,1,g,3,b,8,twelve
15654,c,1,a,8,d,3,fourteen
15655,c,2,a,3,f,6,thirteen
15656,d,1,g,5,f,8,fourteen
15657,b,2,e,5,e,1,twelve
15658,c,1,c,2,d,5,fifteen
15659,d,3,b,6,f,2,eight
15660,c,1,f,3,b,8,twelve
15661,d,2,g,3,h,2,draw
15662,d,2,f,8,b,7,thirteen
15663,c,3,e,8,h,3,eleven
15664,d,1,d,6,f,6,fifteen
15665,d,1,g,1,h,2,draw
15666,d,1,e,2,d,6,fourteen
15667,d,2,a,5,d,8,twelve
15668,a,1,g,4,c,3,thirteen
15669,c,1,e,6,d,6,draw
15670,a,1,f,4,c,3,thirteen
15671,c,2,a,4,a,5,draw
15672,b,1,d,4,h,7,thirteen
15673,c,3,e,4,a,1,two
15674,d,2,d,7,c,7,draw
15675,a,1,h,2,d,1,eight
15676,c,1,b,2,d,3,fifteen
15677,c,1,d,8,g,3,fourteen
15678,c,1,b,6,b,7,draw
15679,c,2,e,3,e,7,twelve
15680,d,2,b,4,b,8,eleven
15681,a,1,d,5,f,2,fifteen
15682,c,1,d,3,h,2,seven
15683,d,1,h,8,e,6,fourteen
15684,c,2,f,3,d,5,fifteen
15685,d,3,g,4,g,8,eleven
15686,d,2,g,8,b,4,twelve
15687,a,1,g,4,d,1,twelve
15688,b,1,d,4,b,5,thirteen
15689,c,1,f,3,g,2,draw
15690,d,2,c,5,g,2,eight
15691,d,1,a,1,g,3,fourteen
15692,b,1,e,6,e,8,fourteen
15693,b,2,b,5,g,6,thirteen
15694,d,3,h,8,c,8,eleven
15695,c,1,g,7,g,4,fifteen
15696,d,4,f,5,g,1,seven
15697,c,3,h,4,h,2,nine
15698,a,1,g,4,h,8,eleven
15699,d,1,e,8,f,5,twelve
15700,a,1,c,6,g,3,sixteen
15701,d,2,f,7,b,4,thirteen
15702,d,4,c,5,h,4,eight
15703,c,1,g,4,e,5,fifteen
15704,d,4,f,3,g,6,nine
15705,d,4,f,6,h,6,ten
15706,d,2,b,3,c,5,thirteen
15707,d,2,h,3,g,3,draw
15708,b,1,c,7,a,8,ten
15709,b,2,h,2,h,3,draw
15710,c,1,e,8,f,6,thirteen
15711,c,2,h,3,e,8,thirteen
15712,c,2,e,2,g,3,twelve
15713,d,3,d,5,g,3,nine
15714,d,4,c,3,e,2,nine
15715,d,4,a,4,h,4,nine
15716,d,2,b,3,g,3,twelve
15717,d,2,f,7,h,4,ten
15718,c,1,f,1,g,6,eleven
15719,d,2,b,8,a,3,seven
15720,d,3,f,1,a,8,nine
15721,d,1,c,5,h,3,ten
15722,b,1,h,4,d,5,fourteen
15723,b,1,c,1,a,4,eleven
15724,d,1,e,4,h,2,six
15725,d,3,a,8,a,3,ten
15726,c,1,f,5,a,5,thirteen
15727,b,2,b,4,d,3,ten
15728,a,1,g,5,e,2,fourteen
15729,d,2,g,7,b,7,thirteen
15730,d,4,g,8,c,1,eight
15731,c,3,g,4,f,4,draw
15732,d,2,c,2,f,1,six
15733,b,1,e,2,b,5,thirteen
15734,d,1,e,6,d,8,thirteen
15735,c,2,a,4,f,8,twelve
15736,d,3,h,7,h,3,ten
15737,d,2,e,1,a,4,eleven
15738,b,2,d,2,e,4,fourteen
15739,d,1,h,7,c,5,fourteen
15740,a,1,c,1,d,1,draw
15741,d,1,h,1,a,7,thirteen
15742,d,1,e,2,e,3,fourteen
15743,d,1,f,2,h,4,eleven
15744,c,1,f,6,b,4,fifteen
15745,d,2,e,4,h,6,ten
15746,d,3,a,2,h,2,eight
15747,d,2,b,7,f,7,thirteen
15748,d,3,b,5,a,5,draw
15749,c,1,c,7,e,4,fifteen
15750,d,4,e,6,g,3,ten
15751,b,1,h,3,b,8,twelve
15752,c,2,b,8,c,5,thirteen
15753,b,1,d,6,e,3,sixteen
15754,b,1,c,5,e,2,fifteen
15755,b,2,d,2,h,7,thirteen
15756,c,1,a,7,h,8,nine
15757,d,4,f,3,g,1,six
15758,a,1,d,3,d,2,draw
15759,b,1,h,7,h,1,twelve
15760,c,2,f,8,b,7,thirteen
15761,d,1,a,3,b,4,draw
15762,c,2,a,1,e,4,thirteen
15763,c,3,b,1,e,4,thirteen
15764,c,3,h,7,e,2,ten
15765,c,2,g,8,a,6,twelve
15766,d,3,f,7,g,8,draw
15767,b,2,d,5,d,2,twelve
15768,c,2,b,6,b,4,fourteen
15769,d,1,d,3,g,6,thirteen
15770,d,3,f,1,c,5,twelve
15771,d,3,b,6,g,6,twelve
15772,a,1,c,4,h,2,eleven
15773,d,3,a,6,g,6,twelve
15774,d,3,b,5,f,8,eleven
15775,c,1,c,5,g,3,twelve
15776,a,1,h,6,h,1,thirteen
15777,c,1,c,4,g,7,fourteen
15778,d,1,e,5,f,3,fourteen
15779,b,1,e,8,c,8,fourteen
15780,d,1,f,8,h,3,eleven
15781,c,2,c,5,h,4,ten
15782,c,3,f,8,b,1,two
15783,b,2,e,7,h,7,thirteen
15784,c,3,d,3,e,4,thirteen
15785,c,2,c,7,c,8,draw
15786,a,1,b,5,g,2,thirteen
15787,d,3,e,1,c,6,eleven
15788,d,3,d,2,h,4,eleven
15789,d,3,a,1,h,7,eleven
15790,c,1,g,2,f,7,fourteen
15791,b,2,c,4,h,6,thirteen
15792,d,1,h,8,g,8,draw
15793,c,2,g,5,g,8,thirteen
15794,a,1,h,1,h,6,thirteen
15795,a,1,g,6,f,2,sixteen
15796,a,1,h,1,h,2,draw
15797,d,2,f,5,e,4,draw
15798,b,2,c,5,d,3,fourteen
15799,d,2,h,8,b,4,twelve
15800,a,1,d,1,h,4,fourteen
15801,c,2,b,4,d,6,thirteen
15802,b,2,c,3,e,3,fifteen
15803,c,1,b,4,a,3,draw
15804,c,2,f,1,b,7,eleven
15805,b,1,f,8,d,7,fifteen
15806,d,1,h,5,c,8,thirteen
15807,d,3,c,3,g,2,eight
15808,b,2,f,4,g,2,eleven
15809,d,2,g,4,f,7,thirteen
15810,b,1,f,2,c,7,fourteen
15811,c,3,h,7,g,6,draw
15812,d,2,h,7,a,8,nine
15813,b,1,a,2,d,6,fifteen
15814,b,1,f,6,f,8,thirteen
15815,c,1,c,6,b,4,eleven
15816,d,3,f,7,b,3,seven
15817,d,3,d,6,e,7,draw
15818,d,2,c,1,h,3,ten
15819,d,1,c,4,b,5,draw
15820,d,2,c,3,g,2,six
15821,c,2,b,4,g,1,eight
15822,c,3,e,6,f,2,eleven
15823,d,1,f,3,h,5,eleven
15824,d,4,a,2,h,7,nine
15825,d,2,e,6,h,6,eleven
15826,d,2,a,4,h,1,six
15827,d,1,g,6,h,4,nine
15828,d,3,f,4,g,7,nine
15829,d,1,e,7,e,5,fifteen
15830,b,2,c,2,g,4,fourteen
15831,d,2,g,8,h,4,seven
15832,c,2,h,5,c,7,twelve
15833,d,1,f,7,g,6,draw
15834,d,3,b,8,h,1,six
15835,a,1,f,7,g,2,thirteen
15836,d,1,a,5,h,1,six
15837,d,2,a,8,f,4,fourteen
15838,c,1,h,4,f,2,ten
15839,d,1,f,1,b,3,fourteen
15840,c,3,f,3,f,2,draw
15841,c,3,a,1,h,2,nine
15842,d,1,h,5,b,1,five
15843,c,3,h,2,g,6,twelve
15844,b,1,h,7,b,8,ten
15845,c,2,d,1,g,2,ten
15846,b,1,b,3,h,4,fourteen
15847,d,3,c,3,h,1,five
15848,c,2,d,6,b,6,twelve
15849,d,1,c,4,f,2,nine
15850,d,1,g,4,h,8,seven
15851,c,2,g,4,f,7,thirteen
15852,c,1,a,7,b,7,draw
15853,d,2,a,2,e,4,thirteen
15854,d,4,a,1,g,6,eleven
15855,b,2,c,5,h,5,thirteen
15856,d,3,e,5,a,8,eight
15857,d,3,c,3,e,7,thirteen
15858,d,2,g,8,d,7,thirteen
15859,d,2,c,2,c,4,fourteen
15860,d,1,f,5,d,4,fourteen
15861,c,2,c,4,h,3,eight
15862,c,3,h,4,g,3,draw
15863,c,3,h,5,a,1,two
15864,d,3,a,5,d,5,eleven
15865,d,4,f,4,f,2,eight
15866,a,1,g,5,g,2,fourteen
15867,d,3,g,6,c,7,ten
15868,d,3,e,4,e,5,twelve
