,white_king_edge_dist,white_rook_edge_dist,black_king_edge_dist,white_king_in_corner,white_rook_in_corner,black_king_in_corner,wking_wrook_dist_x,wking_wrook_dist_y,wking_bking_dist_x,wking_bking_dist_y,wrook_bking_dist_x,wrook_bking_dist_y,result
18026,2,1,2,0,0,0,1,6,1,4,0,2,14
18027,2,1,2,0,0,0,1,6,3,5,2,1,11
18028,1,2,1,0,0,0,0,5,1,3,1,2,8
18029,2,3,4,0,0,0,0,1,1,3,1,2,13
18030,1,2,2,0,0,0,3,1,0,6,3,5,13
18031,3,1,1,0,1,0,2,5,2,2,4,7,10
18032,1,1,1,0,0,0,1,7,4,7,3,0,14
18033,2,1,3,0,0,0,2,6,1,4,1,2,13
18034,2,1,1,0,0,0,4,1,3,2,7,1,10
18035,1,3,2,0,0,0,4,2,2,6,2,4,14
18036,3,3,2,0,0,0,2,2,3,1,1,1,-1
18037,3,1,1,0,0,0,1,5,0,2,1,7,2
18038,3,3,3,0,0,0,1,0,2,0,3,0,9
18039,1,2,3,0,0,0,0,6,1,2,1,4,12
18040,1,1,2,0,0,0,1,7,0,6,1,1,-1
18041,1,2,3,0,0,0,0,2,1,4,1,2,15
18042,4,1,2,0,0,0,0,4,2,2,2,6,10
18043,2,1,2,0,0,0,1,1,2,4,1,5,10
18044,1,3,1,0,0,0,4,5,6,5,2,0,13
18045,1,1,1,0,0,0,3,2,4,4,7,2,13
18046,2,2,1,0,0,0,3,5,3,6,0,1,-1
18047,1,2,4,0,0,0,0,5,3,4,3,1,15
18048,2,1,3,0,1,0,6,1,4,2,2,3,14
18049,1,2,3,0,0,0,0,1,3,5,3,4,15
18050,3,1,1,0,0,0,2,2,0,2,2,0,0
18051,1,4,1,0,0,0,0,4,3,0,3,4,6
18052,2,1,3,0,1,0,3,6,1,2,2,4,13
18053,1,1,3,0,0,0,4,7,4,5,0,2,15
18054,2,3,1,0,0,0,1,1,6,0,5,1,8
18055,4,1,1,0,0,0,0,4,2,3,2,7,9
18056,1,2,1,0,0,0,1,1,1,5,2,4,10
18057,1,3,1,0,0,0,0,2,1,7,1,5,9
18058,1,1,1,0,0,0,1,0,6,5,5,5,13
18059,2,1,1,0,0,0,6,4,4,1,2,5,12
18060,1,4,2,0,0,0,2,3,5,5,3,2,13
18061,2,1,1,0,0,0,4,6,5,1,1,5,7
18062,3,2,2,0,0,0,0,1,0,4,0,5,12
18063,1,1,3,1,0,0,7,2,4,2,3,0,16
18064,1,2,2,1,0,0,1,3,6,4,5,1,15
18065,2,1,2,0,0,0,4,4,1,5,3,1,11
18066,3,2,1,0,0,1,0,1,3,2,3,1,4
18067,4,2,1,0,0,0,2,2,4,1,6,3,9
18068,4,2,1,0,0,0,2,0,0,3,2,3,9
18069,4,1,2,0,0,0,3,2,2,2,5,4,10
18070,3,1,3,0,0,0,1,5,3,2,2,3,13
18071,2,1,2,0,0,0,2,6,3,5,5,1,13
18072,1,3,1,0,0,0,0,5,0,7,0,2,13
18073,1,1,4,0,0,0,2,2,1,4,3,2,14
18074,3,1,2,0,0,0,3,2,3,4,6,2,11
18075,1,1,1,0,0,1,2,0,4,7,6,7,14
18076,2,3,3,0,0,0,4,2,4,4,0,2,15
18077,1,2,1,0,0,0,2,1,4,0,2,1,5
18078,2,2,2,0,0,0,2,5,3,4,1,1,-1
18079,3,3,2,0,0,0,1,0,4,2,3,2,12
18080,1,1,1,0,0,1,3,3,4,0,7,3,6
18081,3,2,2,0,0,0,3,2,1,4,2,2,12
18082,1,2,2,0,0,0,3,6,0,6,3,0,15
18083,2,3,4,0,0,0,0,4,2,2,2,2,15
18084,3,1,3,0,0,0,0,2,3,1,3,3,13
18085,1,3,1,0,0,0,3,2,2,1,5,1,1
18086,1,1,3,0,0,0,3,3,1,2,4,1,11
18087,2,1,1,0,1,0,5,1,2,5,7,6,11
18088,4,1,1,0,0,0,4,2,4,1,0,1,-1
18089,3,2,2,0,0,0,1,4,2,1,1,5,8
18090,2,3,1,0,0,0,1,4,3,1,4,3,10
18091,2,1,1,0,0,0,1,3,4,1,5,4,10
18092,2,4,2,0,0,0,0,2,2,5,2,3,12
18093,4,2,2,0,0,0,1,3,3,1,4,2,12
18094,2,1,1,0,0,0,1,1,4,0,3,1,8
18095,1,2,1,0,0,0,3,3,0,7,3,4,14
18096,2,1,3,0,0,0,4,3,0,4,4,1,12
18097,1,1,3,0,0,0,5,5,3,4,2,1,15
18098,4,2,2,0,0,0,2,2,3,1,1,1,-1
18099,2,3,1,0,0,1,1,4,2,1,3,5,1
18100,4,2,2,0,0,0,2,2,2,2,4,4,10
18101,1,1,1,0,0,1,4,7,6,0,2,7,12
18102,2,1,1,0,1,0,3,1,4,2,7,3,11
18103,2,3,1,0,0,0,2,4,2,1,4,5,4
18104,4,2,1,0,0,1,0,2,3,3,3,1,4
18105,2,1,1,0,0,1,5,6,6,1,1,7,9
18106,1,1,1,0,0,0,1,0,4,1,5,1,8
18107,1,2,1,0,0,1,4,1,5,7,1,6,7
18108,1,1,2,1,0,0,7,5,2,1,5,4,14
18109,2,2,2,0,0,0,2,3,2,0,4,3,8
18110,2,2,1,0,0,0,4,2,5,0,1,2,8
18111,2,1,1,0,0,0,4,6,3,1,1,7,11
18112,4,2,2,0,0,0,2,3,1,2,1,5,7
18113,1,1,1,0,0,0,3,7,5,5,2,2,11
18114,1,2,3,0,0,0,4,3,1,5,3,2,14
18115,1,2,1,0,0,0,1,1,2,0,1,1,5
18116,1,1,2,0,1,0,2,7,2,6,4,1,14
18117,1,3,2,0,0,0,2,5,5,3,3,2,16
18118,1,1,2,0,0,0,1,0,3,4,4,4,14
18119,2,1,1,0,0,0,1,6,2,1,3,5,10
18120,3,1,1,0,0,0,3,2,5,0,2,2,10
18121,1,2,1,0,0,0,0,6,4,3,4,3,12
18122,3,3,1,0,0,0,1,0,4,2,5,2,11
18123,1,1,2,0,0,0,2,5,1,6,1,1,-1
18124,1,3,2,0,0,0,2,3,3,1,1,2,8
18125,1,2,2,0,0,0,4,6,4,2,0,4,14
18126,1,3,1,0,0,0,0,3,2,1,2,2,11
18127,1,2,1,0,0,0,0,6,4,7,4,1,10
18128,1,1,3,0,0,0,1,0,3,5,2,5,15
18129,1,3,3,1,0,0,4,2,5,4,1,2,15
18130,1,1,1,1,1,0,7,7,7,1,0,6,13
18131,1,1,1,0,0,0,2,7,1,5,3,2,12
18132,1,1,1,0,0,0,5,5,2,2,7,3,12
18133,4,3,1,0,0,0,0,2,4,3,4,1,9
18134,1,2,1,0,0,0,1,1,2,0,3,1,3
18135,3,2,2,0,0,0,3,4,3,2,0,2,13
18136,1,1,3,0,0,0,2,7,1,5,1,2,14
18137,3,2,2,0,0,0,3,3,2,1,5,2,12
18138,2,1,2,0,0,0,2,1,5,0,3,1,11
18139,2,2,1,0,0,0,2,5,3,2,5,3,11
18140,1,2,2,0,0,0,3,5,3,6,0,1,-1
18141,1,2,2,1,0,0,1,1,2,1,1,0,16
18142,1,1,2,0,0,0,2,0,0,3,2,3,12
18143,2,2,1,0,0,0,3,5,4,1,1,4,8
18144,2,2,2,0,0,0,2,0,3,4,5,4,13
18145,1,1,3,0,0,0,4,0,0,5,4,5,15
18146,2,1,1,0,0,0,5,3,5,1,0,2,11
18147,2,1,1,0,0,0,3,4,4,4,7,0,13
18148,1,1,4,0,0,0,3,0,1,3,2,3,15
18149,2,2,2,0,0,0,1,5,2,2,1,3,10
18150,1,1,2,0,0,0,2,4,4,4,6,0,13
18151,3,3,1,0,0,0,1,3,4,0,3,3,9
18152,1,2,2,0,0,0,3,1,2,5,5,4,13
18153,1,3,3,0,0,0,1,3,2,5,1,2,15
18154,3,1,1,0,0,0,2,1,5,0,7,1,11
18155,1,1,3,1,0,0,7,6,3,2,4,4,16
18156,1,1,2,1,0,0,6,7,2,1,4,6,14
18157,3,2,1,0,0,0,4,2,0,2,4,4,2
18158,2,2,2,0,0,0,1,4,4,1,5,3,12
18159,4,1,1,0,0,0,3,1,4,3,7,4,9
18160,1,3,2,0,0,0,2,5,4,5,2,0,14
18161,3,2,1,0,0,0,2,1,1,2,1,1,-1
18162,1,3,2,0,0,0,1,3,5,4,4,1,14
18163,1,1,1,0,0,0,6,1,1,4,7,3,12
18164,3,1,2,0,0,0,2,5,3,2,5,3,12
18165,1,1,2,1,0,0,0,4,6,1,6,3,13
18166,2,1,1,0,0,0,4,0,2,1,6,1,4
18167,2,2,3,0,0,0,4,0,4,2,0,2,15
18168,1,1,2,0,0,0,6,4,0,4,6,0,14
18169,1,3,2,0,0,0,1,5,2,2,3,3,14
18170,1,2,4,0,0,0,2,1,0,3,2,2,15
18171,2,1,4,0,0,0,4,5,1,2,3,3,13
18172,3,1,2,0,0,0,1,2,2,2,1,4,9
18173,2,3,4,0,0,0,4,3,3,3,1,0,-1
18174,3,3,1,0,0,0,2,3,5,2,3,1,11
18175,1,1,2,0,0,0,0,7,1,6,1,1,-1
18176,3,2,1,0,0,0,2,1,1,2,3,3,7
18177,3,1,1,0,0,1,3,0,4,5,7,5,11
18178,1,1,3,0,0,0,3,3,1,3,2,0,14
18179,4,1,1,0,0,0,3,0,4,2,7,2,6
18180,2,1,1,0,0,1,3,1,4,6,7,5,11
18181,3,1,2,0,0,0,2,3,2,1,4,4,10
18182,1,3,1,1,0,0,2,3,5,0,3,3,11
18183,1,1,1,1,0,0,3,0,7,1,4,1,12
18184,3,1,4,0,0,0,4,1,1,2,3,3,12
18185,1,3,1,0,0,0,1,2,6,6,5,4,14
18186,1,1,1,0,0,0,2,7,5,4,3,3,12
18187,1,3,2,0,0,0,4,3,3,6,1,3,15
18188,3,2,1,0,0,1,2,1,3,2,5,1,3
18189,1,1,1,0,0,0,4,0,3,7,1,7,14
18190,1,2,3,0,0,0,5,5,1,4,4,1,15
18191,2,4,3,0,0,0,2,3,2,1,0,2,14
18192,1,4,1,0,0,0,1,4,1,7,0,3,14
18193,3,3,2,0,0,0,0,3,2,4,2,1,9
18194,3,1,1,0,0,0,5,1,5,0,0,1,-1
18195,2,1,1,0,0,0,5,0,5,2,0,2,12
18196,4,1,1,0,1,0,3,3,4,1,7,2,9
18197,2,2,1,0,0,0,1,5,1,6,0,1,-1
18198,1,2,4,0,0,0,2,6,1,3,1,3,15
18199,1,2,4,0,0,0,3,4,1,3,2,1,14
18200,2,2,2,0,0,0,0,5,2,5,2,0,14
18201,2,1,2,0,0,0,6,0,2,0,4,0,12
18202,1,1,2,0,0,0,1,7,2,1,1,6,13
18203,3,1,3,0,0,0,1,2,2,1,3,3,12
18204,2,1,3,0,0,0,0,1,1,3,1,4,14
18205,1,3,2,0,0,0,1,2,2,5,3,3,13
18206,1,2,1,0,0,0,1,6,1,7,0,1,-1
18207,4,3,2,0,0,0,1,1,3,2,4,3,12
18208,2,2,2,0,0,0,1,0,4,5,3,5,13
18209,2,3,1,0,0,0,0,3,5,1,5,2,10
18210,3,2,2,0,0,0,2,1,2,2,0,1,-1
18211,2,2,1,0,0,1,2,5,3,6,1,1,-1
18212,3,2,1,0,0,0,1,1,4,1,5,0,8
18213,3,1,1,0,0,0,1,5,1,2,2,7,2
18214,1,1,1,0,0,1,3,0,2,7,5,7,12
18215,2,1,3,0,0,0,6,3,4,3,2,0,13
18216,1,3,1,0,0,0,1,5,2,1,3,4,12
18217,1,3,3,0,0,0,3,2,3,5,0,3,15
18218,2,2,3,0,0,0,4,1,3,4,1,3,13
18219,1,1,1,0,0,1,4,1,4,0,0,1,-1
18220,2,1,2,0,0,0,2,1,0,5,2,6,13
18221,1,2,2,0,0,0,0,1,2,4,2,3,12
18222,1,3,3,0,0,0,1,2,3,4,2,2,14
18223,1,1,1,1,0,0,0,1,6,0,6,1,7
18224,3,2,1,0,0,0,3,1,3,3,6,4,10
18225,4,3,2,0,0,0,0,2,3,0,3,2,11
18226,1,2,1,0,0,0,1,1,3,7,2,6,14
18227,1,2,1,0,0,0,3,6,3,2,6,4,12
18228,2,1,3,0,0,0,3,1,2,2,1,3,13
18229,2,3,3,0,0,0,2,4,0,4,2,0,14
18230,1,2,1,0,0,0,0,2,6,4,6,2,14
18231,2,4,1,0,0,1,3,2,6,6,3,4,12
18232,1,2,1,0,0,0,1,3,5,5,6,2,14
18233,2,1,1,0,1,0,2,6,2,1,0,5,10
18234,1,1,3,0,0,0,5,0,1,4,4,4,15
18235,4,1,2,0,1,0,4,4,1,2,5,6,8
18236,1,1,1,0,1,0,2,7,2,6,0,1,-1
18237,1,3,2,0,0,0,0,2,3,3,3,1,14
18238,2,1,1,0,0,0,2,6,3,1,1,7,7
18239,4,1,2,0,0,0,4,3,3,1,1,4,10
18240,1,1,1,0,1,0,6,0,6,5,0,5,13
18241,3,1,1,0,0,0,1,5,5,2,6,3,12
18242,1,1,1,1,0,0,7,1,6,0,1,1,-1
18243,1,2,2,0,0,0,3,6,5,6,2,0,14
18244,3,1,3,0,0,0,2,5,2,0,4,5,9
18245,1,1,4,0,0,0,4,0,2,4,2,4,15
18246,2,3,1,0,0,0,1,2,2,1,1,3,10
18247,2,1,1,0,0,0,2,4,0,6,2,2,12
18248,4,2,2,0,0,0,1,3,2,2,1,5,9
18249,3,2,2,0,0,0,1,4,3,1,4,5,8
18250,1,1,1,0,1,0,6,0,6,6,0,6,13
18251,1,2,3,0,0,0,1,6,3,3,2,3,15
18252,3,2,1,0,0,1,3,3,4,2,1,5,5
18253,2,1,2,0,1,0,5,6,1,2,6,4,12
18254,1,1,3,1,0,0,0,6,5,4,5,2,15
18255,2,2,2,0,0,0,2,5,5,2,3,3,14
18256,2,2,3,0,0,0,0,2,4,3,4,1,14
18257,1,3,1,0,0,0,0,2,2,1,2,1,1
18258,2,1,3,0,0,0,2,1,3,2,1,3,12
18259,1,2,3,0,0,0,0,6,0,5,0,1,-1
18260,1,4,2,0,0,0,1,3,2,6,3,3,13
18261,1,1,1,0,0,0,5,0,3,0,2,0,12
18262,1,1,1,0,0,0,1,7,0,7,1,0,-1
18263,1,4,1,0,0,0,2,4,5,7,3,3,14
18264,2,3,2,0,0,0,2,1,2,1,4,0,12
18265,1,2,1,0,0,0,2,1,1,7,3,6,14
18266,2,2,1,0,0,0,4,4,3,1,1,5,11
18267,1,1,1,0,0,0,1,5,1,7,2,2,13
18268,1,1,1,0,0,1,5,6,2,7,7,1,9
18269,4,1,2,0,0,0,4,0,3,1,1,1,-1
18270,1,1,2,1,0,0,5,0,6,6,1,6,12
18271,2,3,2,0,0,0,1,1,4,5,3,4,13
18272,1,4,3,0,0,0,2,4,3,2,1,2,14
18273,3,1,3,0,0,0,3,1,1,3,4,4,12
18274,2,4,1,0,0,0,1,2,4,5,3,3,10
18275,1,1,1,0,0,0,6,2,1,4,7,2,13
18276,1,1,4,0,0,0,2,7,2,3,0,4,14
18277,1,1,2,0,0,0,2,2,3,6,5,4,14
18278,1,3,1,0,0,0,3,2,6,2,3,0,13
18279,1,1,3,0,1,0,3,0,1,5,4,5,14
18280,1,3,3,0,0,0,1,2,1,3,2,1,14
18281,1,1,4,0,0,0,1,7,3,4,2,3,15
18282,3,1,1,0,0,0,1,2,3,3,4,5,10
18283,1,2,1,0,0,1,3,1,6,7,3,6,13
18284,1,1,2,0,0,0,1,0,0,6,1,6,14
18285,1,4,2,0,0,0,0,4,2,1,2,3,13
18286,1,3,2,0,0,0,1,5,2,1,1,4,13
18287,1,3,4,0,0,0,3,5,1,4,2,1,15
18288,1,3,2,0,0,0,2,4,2,1,0,3,14
18289,1,1,2,0,0,0,1,0,0,6,1,6,13
18290,3,2,1,0,0,0,2,0,3,4,1,4,6
18291,1,2,2,0,0,0,3,1,2,6,5,5,13
18292,1,2,2,1,0,0,1,1,3,1,2,0,16
18293,2,2,3,0,0,0,2,0,2,3,4,3,13
18294,1,2,2,1,0,0,4,1,6,2,2,1,15
18295,1,2,3,0,0,0,1,2,3,4,4,2,14
18296,2,2,1,0,0,0,0,5,5,5,5,0,13
18297,3,1,2,0,0,0,3,1,1,4,2,3,12
18298,3,4,2,0,0,0,1,2,2,4,3,2,10
18299,4,1,3,0,0,0,4,1,2,0,2,1,12
18300,1,4,2,0,0,0,0,4,3,2,3,2,13
18301,2,1,1,0,0,0,2,2,2,0,0,2,0
18302,1,2,4,1,0,0,6,6,4,3,2,3,16
18303,1,4,3,0,0,0,1,3,2,3,1,0,-1
18304,2,1,4,0,0,0,3,6,2,3,1,3,14
18305,2,2,1,0,0,0,2,5,3,1,5,4,10
18306,3,1,2,0,0,0,2,5,1,4,1,1,-1
18307,3,2,2,0,0,0,2,4,3,0,5,4,9
18308,1,1,1,0,0,0,1,7,3,0,4,7,9
18309,2,1,3,0,0,0,2,3,0,2,2,1,12
18310,1,1,1,1,0,0,0,4,6,0,6,4,11
18311,1,1,1,0,0,0,2,0,1,2,3,2,12
18312,2,3,2,0,0,0,1,4,1,3,2,1,12
18313,1,3,1,0,0,1,0,4,5,0,5,4,8
18314,4,1,2,0,0,0,2,3,3,1,1,4,9
18315,1,1,1,1,0,0,7,4,4,0,3,4,11
18316,2,2,1,0,0,0,2,0,3,6,1,6,10
18317,1,2,1,0,0,0,0,6,6,1,6,5,11
18318,1,2,1,0,0,0,1,2,3,7,4,5,14
18319,1,1,2,0,0,0,1,7,3,6,2,1,12
18320,2,1,2,0,0,0,0,1,2,0,2,1,11
18321,1,3,1,0,0,0,2,5,1,7,1,2,13
18322,3,2,1,0,0,1,0,1,4,2,4,1,5
18323,3,2,3,0,0,0,1,1,2,1,3,2,12
18324,2,4,1,0,0,0,3,3,6,4,3,1,11
18325,4,1,2,0,0,0,2,3,1,2,3,1,8
18326,3,2,1,0,0,0,2,2,0,2,2,4,2
18327,1,2,2,1,0,0,6,2,5,1,1,1,-1
18328,1,2,1,0,0,1,3,3,3,0,6,3,5
18329,1,1,2,0,0,0,2,0,3,1,1,1,-1
18330,1,2,3,0,0,0,4,5,0,5,4,0,15
18331,3,1,1,0,0,0,2,2,2,5,0,7,10
18332,1,2,1,0,0,0,5,4,4,0,1,4,12
18333,1,1,3,0,1,0,3,0,1,5,2,5,14
18334,1,1,3,0,0,0,2,5,3,3,5,2,14
18335,3,4,3,0,0,0,2,2,3,2,1,0,-1
18336,1,2,3,0,0,0,5,4,2,2,3,2,15
18337,1,1,1,1,0,0,0,6,6,0,6,6,11
18338,2,1,2,0,1,0,5,1,1,3,6,4,12
18339,2,2,2,0,0,0,1,0,3,5,4,5,13
18340,3,2,1,0,0,0,3,4,5,0,2,4,10
18341,1,2,4,0,0,0,3,1,3,3,0,2,15
18342,2,1,1,0,0,0,5,0,0,6,5,6,12
18343,1,1,1,0,0,0,0,7,6,6,6,1,14
18344,2,1,3,0,0,0,1,2,4,1,5,1,10
18345,4,3,2,0,0,0,0,1,1,2,1,1,8
18346,1,3,3,0,0,0,3,2,2,2,1,0,-1
18347,1,3,2,0,0,0,1,4,1,6,0,2,14
18348,1,1,1,0,0,0,3,7,1,4,4,3,11
18349,1,1,1,0,0,0,1,6,2,0,3,6,10
18350,3,2,2,0,0,0,1,4,3,1,2,3,11
18351,1,2,3,0,0,0,3,1,0,5,3,4,15
18352,3,1,2,0,0,0,3,3,1,4,2,1,10
18353,1,3,1,0,0,0,3,3,5,5,2,2,12
18354,2,1,2,0,0,0,2,2,4,2,6,0,13
18355,2,3,1,0,0,0,3,3,2,0,5,3,2
18356,1,3,2,1,0,0,2,3,6,2,4,1,11
18357,1,4,2,1,0,0,4,3,6,5,2,2,15
18358,1,3,3,0,0,0,2,5,3,3,1,2,14
18359,1,1,2,1,0,0,7,4,6,3,1,1,-1
18360,1,1,2,1,0,0,5,7,6,3,1,4,13
18361,4,1,2,0,0,0,3,1,1,2,4,3,10
18362,1,3,2,0,0,0,2,5,0,6,2,1,13
18363,4,1,3,0,1,0,3,3,2,1,5,4,11
18364,3,1,1,0,0,0,3,3,0,5,3,2,10
18365,2,2,1,0,0,0,2,5,2,4,4,1,12
18366,3,1,1,0,0,0,1,5,3,3,4,2,10
18367,1,1,1,0,1,0,3,7,3,0,6,7,6
18368,1,3,1,0,0,1,1,5,1,7,2,2,10
18369,1,2,1,0,0,0,2,6,0,7,2,1,11
18370,2,1,1,0,1,1,1,1,6,6,7,7,12
18371,2,1,2,0,0,0,0,6,4,5,4,1,13
18372,1,1,1,0,0,0,4,1,3,1,7,0,8
18373,1,2,1,0,0,0,1,1,3,3,2,2,11
18374,1,3,1,0,0,0,1,5,4,3,3,2,13
18375,1,1,3,0,0,0,4,1,1,4,5,3,14
18376,3,3,2,0,0,0,2,2,0,4,2,2,12
18377,3,2,1,0,0,0,0,1,4,2,4,3,11
18378,4,1,3,0,0,0,4,2,2,1,2,1,12
18379,3,2,2,0,0,0,1,4,3,1,4,3,12
18380,1,3,1,0,0,0,1,2,2,6,3,4,11
18381,3,2,2,0,0,0,3,3,0,4,3,1,11
18382,2,1,1,0,0,0,4,1,1,6,3,7,13
18383,2,2,1,0,0,0,3,4,1,6,4,2,12
18384,1,1,2,1,1,0,0,7,2,1,2,6,14
18385,2,2,1,0,0,0,4,5,4,6,0,1,-1
18386,1,1,3,0,0,0,1,7,2,5,3,2,15
18387,2,4,1,0,0,0,1,2,3,1,2,3,6
18388,1,2,1,0,0,1,3,5,3,0,6,5,5
18389,3,2,2,0,0,0,3,4,4,1,1,3,11
18390,2,1,1,0,0,1,3,1,3,1,6,0,4
18391,2,3,1,0,0,0,1,4,2,6,3,2,12
18392,3,1,3,0,0,0,3,2,2,2,5,0,11
18393,4,2,3,0,0,0,3,0,2,0,1,0,-1
18394,1,2,4,0,0,0,5,6,2,3,3,3,15
18395,2,4,2,0,0,0,3,3,5,2,2,1,13
18396,3,2,2,0,0,0,3,1,3,2,0,3,12
18397,1,3,1,0,0,0,0,2,2,4,2,2,10
18398,1,2,2,0,0,0,0,6,3,6,3,0,14
18399,1,1,2,1,0,0,7,1,6,5,1,4,15
18400,2,1,1,0,0,0,3,3,2,1,5,4,6
18401,1,2,1,0,0,0,5,6,6,1,1,5,9
18402,1,2,1,1,0,0,1,1,3,0,2,1,8
18403,1,1,1,1,0,0,0,1,7,1,7,0,12
18404,4,1,2,0,0,0,3,2,3,1,6,3,11
18405,2,2,1,0,0,0,1,5,5,0,4,5,9
18406,1,1,2,0,1,0,4,7,3,5,1,2,14
18407,1,2,2,0,0,0,4,1,1,3,5,2,14
18408,2,2,1,0,0,0,2,2,4,5,6,3,10
18409,1,3,4,0,0,0,2,2,1,4,1,2,14
18410,4,2,3,0,0,0,1,3,2,1,1,2,10
18411,4,3,2,0,0,0,2,1,3,2,1,1,-1
18412,3,3,3,0,0,0,2,3,3,0,1,3,12
18413,2,2,2,0,0,0,1,5,1,4,0,1,-1
18414,1,2,1,1,0,0,1,3,3,0,2,3,13
18415,1,2,3,0,0,0,3,6,4,2,1,4,13
18416,1,3,1,1,0,0,5,5,4,0,1,5,14
18417,1,1,2,0,1,0,2,0,4,6,6,6,14
18418,4,1,3,0,0,0,4,2,2,1,2,3,11
18419,3,2,4,0,0,0,2,0,1,2,3,2,12
18420,2,3,1,0,0,0,3,1,0,6,3,5,13
18421,3,1,1,0,0,0,2,2,3,4,1,6,6
18422,4,2,2,0,0,0,2,1,2,2,4,3,10
18423,4,1,3,0,0,0,3,2,2,1,5,3,11
18424,2,2,1,0,0,0,4,1,2,3,6,2,10
18425,3,1,1,0,0,1,5,2,5,5,0,3,11
18426,1,4,1,0,0,1,1,4,4,7,3,3,12
18427,2,1,1,0,0,0,4,1,0,6,4,7,13
18428,2,1,2,0,0,0,4,4,1,5,5,1,11
18429,1,1,2,0,0,0,4,0,1,5,5,5,13
18430,2,2,1,0,0,0,3,0,4,1,1,1,-1
18431,1,3,1,0,0,0,4,2,4,7,0,5,14
18432,1,1,3,0,0,0,5,0,3,2,2,2,15
18433,2,2,2,0,0,0,1,0,4,5,5,5,13
18434,1,4,1,0,0,0,1,4,3,1,4,3,8
18435,1,3,3,0,0,0,1,4,2,3,3,1,13
18436,2,2,1,0,0,0,2,4,3,1,1,3,8
18437,3,1,1,0,0,0,4,4,4,1,0,3,11
18438,2,1,1,0,0,0,3,5,2,1,1,6,6
18439,1,3,1,0,0,0,2,5,4,7,2,2,12
18440,1,3,2,0,0,0,4,5,4,6,0,1,-1
18441,1,4,1,0,0,0,1,4,2,0,3,4,5
18442,2,3,3,0,0,0,1,2,2,2,3,0,13
18443,2,2,1,0,0,0,2,0,1,6,1,6,11
18444,1,4,2,0,0,0,2,3,5,3,3,0,13
18445,1,1,2,0,0,0,1,1,4,6,5,5,14
18446,2,2,1,0,0,0,1,5,4,2,3,3,11
18447,3,2,1,0,0,0,3,3,3,2,6,1,8
18448,1,1,1,0,0,0,3,0,2,0,1,0,-1
18449,3,1,1,0,1,0,4,2,3,2,1,0,-1
18450,3,2,1,0,0,0,4,2,5,1,1,3,8
18451,3,3,3,0,0,0,0,1,3,1,3,0,13
18452,1,2,2,0,0,0,0,4,0,2,0,2,15
18453,1,2,2,0,0,0,1,6,4,5,5,1,14
18454,2,2,1,0,0,0,4,3,1,6,3,3,13
18455,1,1,1,0,0,1,2,7,6,0,4,7,9
18456,3,3,1,0,0,0,1,2,1,2,0,4,5
18457,1,1,2,0,0,0,0,7,3,4,3,3,14
18458,1,1,1,0,0,1,5,1,2,0,7,1,-1
18459,1,1,3,0,0,0,2,0,1,4,1,4,12
18460,3,1,1,0,0,0,3,2,3,1,6,3,10
18461,2,1,1,0,0,0,2,2,5,3,7,1,12
18462,3,3,1,0,0,0,1,0,3,5,2,5,10
18463,1,3,1,0,0,0,1,5,5,1,4,4,9
18464,3,1,1,0,0,0,1,2,3,0,2,2,9
18465,1,1,2,0,1,0,6,0,1,6,5,6,14
18466,2,2,1,0,0,0,4,0,2,3,6,3,12
18467,1,1,2,0,0,0,1,7,3,6,4,1,14
18468,1,4,3,0,0,0,2,3,3,5,1,2,14
18469,1,3,2,0,0,0,4,5,0,3,4,2,15
18470,2,1,3,0,0,0,2,6,0,3,2,3,13
18471,2,1,3,0,1,0,1,6,4,2,5,4,14
18472,4,2,2,0,0,0,0,3,2,2,2,5,10
18473,1,2,3,0,0,0,5,1,3,5,2,4,15
18474,3,1,2,0,0,0,4,1,2,2,6,3,12
18475,3,2,1,0,0,0,3,1,2,2,1,3,7
18476,1,3,1,0,0,0,0,2,2,0,2,2,8
18477,3,2,1,0,0,0,1,1,2,5,3,6,12
18478,1,4,3,1,0,0,4,3,4,2,0,1,-1
18479,1,2,3,0,0,0,2,1,2,2,0,1,-1
18480,2,1,4,0,0,0,4,1,0,2,4,1,13
18481,2,1,2,0,0,0,1,3,5,4,6,1,12
18482,3,1,1,0,0,1,3,5,3,2,6,7,5
18483,1,1,2,1,0,0,0,4,6,3,6,1,13
18484,2,4,1,0,0,0,2,3,4,1,2,4,11
18485,1,2,1,0,0,1,3,6,2,7,5,1,10
18486,1,3,2,1,0,0,2,5,3,1,1,4,16
18487,3,1,1,0,0,0,3,5,4,1,1,4,6
18488,2,3,4,0,0,0,1,1,2,2,1,1,14
18489,3,3,2,0,0,0,1,3,1,4,0,1,-1
18490,2,1,2,0,0,0,1,2,4,0,5,2,10
18491,1,1,1,1,0,0,0,2,7,5,7,3,15
18492,1,2,3,1,0,0,1,3,5,4,4,1,15
18493,1,3,1,0,0,0,2,3,1,7,3,4,14
18494,2,3,4,0,0,0,3,4,2,2,1,2,15
18495,1,3,2,0,0,0,2,2,0,6,2,4,13
18496,3,1,2,0,0,0,4,1,2,3,6,2,10
18497,1,1,1,1,0,0,1,7,7,4,6,3,14
18498,1,1,4,1,0,0,3,0,4,4,1,4,15
18499,3,2,1,0,0,0,2,3,3,2,1,1,-1
18500,2,2,1,0,0,0,5,3,6,3,1,0,-1
18501,1,3,1,0,0,1,4,3,6,0,2,3,10
